month,Rainfall,min_tmin,mean_tmin,max_tmin,min_tmax,mean_tmax,max_tmax
1982-11,,10.9,16.4,19.3,24.4,29,32.2
1982-12,,8,13.4,17.9,24.5,26.8,28.8
1983-01,,7.6,13.1,20,19.5,25.9,29.1
1983-02,,7.2,14,21.4,22.8,27.2,32.3
1983-03,,11.8,18.1,22.9,26.4,31.5,35.4
1983-04,,15.9,19.2,23.4,29.3,32.5,36.4
1983-05,,13.3,20.6,24.7,31,34.4,37.2
1983-06,,16.4,18.5,20.8,21.9,28.4,33.3
1983-07,,14.9,17.7,19.3,23.7,27.9,30.8
1983-08,,16,18,19.2,20.9,26.8,31
1983-09,,14.3,18,20.4,24.6,28.6,31
1983-10,,10.2,16.1,19,24.7,28,30
1983-11,,10.9,15.3,20.4,20.7,27.6,30.5
1983-12,,9.5,12.4,16.6,20.2,25.2,28.4
1984-01,,9.4,12.9,17,22.3,25.5,28
1984-02,,8.7,14,19,24,27.5,30.9
1984-03,,11.6,17.6,21.6,29,32.2,36
1984-04,,17.1,20.8,23.6,29.2,33.3,36
1984-05,,14.5,19.3,23.4,25.1,30.4,35.1
1984-06,,17.1,18.9,23.4,22.5,27.9,34
1984-07,,16.5,18.5,21.6,24.2,28,31
1984-08,,13.9,17.5,19.1,21.6,26.6,30.2
1984-09,,15.4,18.3,20.5,24.2,27.8,30.5
1984-10,,11.7,15.8,19.1,21.8,26.8,30.4
